,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Emotion
42,Noah Cyrus,THE END OF EVERYTHING,Lonely,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,5,-8.274,1,0.0577,0.0,0.0928,0.341,122.442,144377,4,4
43,Taylor Swift,folklore,august,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,7.28e-05,0.0925,0.403,89.937,261923,4,4
44,Jamie Grey,Songs They Told Me Weren't Singles - Part 1,Shouldn't Be Thinking About You,3Inj1eHMvEhwUFej1LYR0d,0.708,0.298,6,-8.704,1,0.0483,0.0,0.101,0.399,86.838,171724,4,4
45,Ed Sheeran,Visiting Hours,Visiting Hours,44V6EzbUSYgyfsNiP0FrlA,0.471,0.396,8,-6.654,1,0.0336,0.0,0.0729,0.263,149.609,215507,4,4
46,Holly Humberstone,London Is Lonely,London Is Lonely,5dXiKFepHXZktud7z5635H,0.482,0.43,10,-7.224,1,0.0481,2.79e-06,0.344,0.113,143.23,234760,4,4
47,Harry Styles,Harry's House,Matilda,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,2,-10.0,1,0.04,1.97e-05,0.0966,0.386,114.199,245964,4,4
48,Bellah Mae,Boyfriend Of The Year (Sadder),Boyfriend Of The Year (Sadder),07vp6uxlDyqDPhjLWhFbSI,0.485,0.396,1,-6.855,1,0.0594,0.0,0.0801,0.42,94.668,201290,5,4
49,Omar Apollo,Ivory,Evergreen (You Didn’t Deserve Me At All),2TktkzfozZifbQhXjT6I33,0.697,0.336,9,-10.395,1,0.0424,0.00528,0.107,0.31,82.029,216680,3,4
50,Benson Boone,GHOST TOWN,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,0,-10.064,1,0.0763,0.0,0.102,0.116,174.185,193733,3,4
51,Adele,25,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,0.331,0.341,9,-6.057,0,0.0309,0.0,0.109,0.152,109.821,285935,4,4
52,Cian Ducrot,All For You,All For You,29Co9NKhOM5R9vWCrpkPPK,0.551,0.268,2,-9.954,1,0.0427,0.0,0.0977,0.335,77.079,219381,3,4
53,Tate McRae,she's all i wanna be (Acoustic),she's all i wanna be - Acoustic,3iJVCCW5equhyyZcxrMABz,0.537,0.17,6,-12.391,1,0.0673,0.0,0.0976,0.185,137.613,198706,4,4
54,Jessie Murph,drowning,Pray,7MOCaEUbfGyq1K96umNVwJ,0.588,0.39,8,-7.753,1,0.0578,1.26e-05,0.0965,0.206,96.571,146267,4,4
55,Lewis Capaldi,Spotify Singles,drivers license - Spotify Singles,10wk4XQdba4QpHgFb28Ktk,0.543,0.23,4,-12.532,1,0.0417,0.0,0.11,0.307,127.357,262544,4,4
56,charli d'amelio,if you ask me to,if you ask me to,63XZMpI9z3Grrd5YH5sl5L,0.5,0.375,0,-13.723,1,0.062,0.0147,0.115,0.17,129.388,192000,4,4
57,Lauren Spencer Smith,Flowers,Flowers,6Z165JvPnS8PYvGW8oLGLc,0.684,0.449,3,-9.738,1,0.611,0.0,0.0881,0.341,66.165,157373,4,4
58,David Kushner,Miserable Man,Miserable Man,6gPPoRYJwCsoB2VVdPJfmo,0.632,0.349,10,-10.289,1,0.0346,7.5e-05,0.294,0.307,109.981,232992,4,4
59,Lexi Jayde,closer to closure,drunk text me,5gukv8x9eP58gFy2OcZEBQ,0.534,0.493,0,-6.818,1,0.0316,0.0,0.0889,0.232,79.97,213133,4,4
60,Shawn Mendes,It'll Be Okay,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.000146,0.0912,0.0666,78.262,222800,4,4
61,Sadie Jean,WYD Now?,WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,0.378,0.334,1,-10.993,1,0.304,0.0,0.115,0.496,181.296,144667,4,4
62,Ruth B.,Safe Haven,If By Chance,21dpBHPTV7ythCHBI6Slcw,0.405,0.279,10,-8.099,1,0.0334,0.0,0.0933,0.256,119.85,303653,4,4
63,Jamie Miller,Broken Memories,I Lost Myself In Loving You,3PhzwF9SOkkMIoUSIxFtwo,0.456,0.615,1,-5.454,1,0.0529,0.0,0.0908,0.416,78.461,201307,4,4
64,Billie Eilish,Guitar Songs,TV,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0,0.0379,0.00653,0.147,0.119,140.214,281381,4,4
65,Harry Styles,Fine Line,Falling,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,1.46e-06,0.089,0.0592,110.011,240133,4,4
66,Griff,Black Hole (Acoustic Version),Black Hole - Acoustic Version,1cpVLszZnKUHUjsJDTEi3D,0.824,0.3,1,-6.678,0,0.0565,0.0,0.174,0.227,112.867,175980,4,4
67,Joji,Glimpse of Us,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3,4
68,Olivia Dean,The Hardest Part (Acoustic),The Hardest Part - Acoustic,0rYhl022XHl0RPay00dGdh,0.512,0.204,5,-8.376,1,0.036,0.0,0.106,0.296,129.947,175987,3,4
69,Lewis Capaldi,Before You Go (Piano Version),Before You Go - Piano Version,7slfeXbuzr9RYXX6XS6Npi,0.467,0.359,3,-6.892,1,0.0815,0.0,0.0913,0.21,173.318,218769,3,4
70,Sarah Cothran,As the World Caves In,As the World Caves In,2xXNLutYAOELYVObYb1C1S,0.422,0.25,0,-6.836,1,0.0351,0.0,0.35,0.246,124.026,161613,4,4
71,Moncrieff,Warm,Talk,1r5MwvQZLff9Y2o1QCMY9N,0.46,0.554,5,-6.737,1,0.0858,0.0,0.0868,0.33,87.706,172667,4,4
72,Olivia Rodrigo,SOUR,drivers license,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,1.42e-05,0.106,0.137,143.875,242013,4,4
73,Nina Nesbitt,Älskar,When You Lose Someone,1CAZgVyNgA9pR4e6GHALhq,0.387,0.372,3,-5.849,1,0.0339,0.0,0.0927,0.318,130.074,201827,4,4
74,Deyaz,"Don't Leave, Don't Go / Bleed","Don't Leave, Don't Go",07nd9H2REZKIhVgp3n36YL,0.683,0.138,7,-11.778,1,0.0478,3.79e-06,0.105,0.264,99.028,184242,4,4
75,Anson Seabra,Songs I Wrote in My Bedroom,Trying My Best,6hjh2phISvfR1Ib6S0FK7b,0.691,0.0682,5,-18.186,1,0.0645,0.0,0.0916,0.352,76.94,222468,4,4
76,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0.0,0.0726,0.225,77.355,208827,4,4
77,Ashley Singh,Keep Me (Acoustic),Keep Me - Acoustic,1ayOMuDEULRqZ4QYVwSNV7,0.785,0.318,7,-7.794,0,0.0316,0.0,0.115,0.424,120.117,163000,4,4
78,Dermot Kennedy,Sonder,Innocence and Sadness,1nJatkqxWH7TQwBrP39yNd,0.505,0.397,11,-8.032,1,0.0661,0.0,0.109,0.653,65.054,252658,4,4
79,Bea Stewart,Screaming At Traffic,Screaming At Traffic,3xlV9ddro4IMk92Ti0cHc1,0.383,0.32,4,-11.863,1,0.0568,0.0,0.0883,0.319,83.057,235652,4,4
0,MoonDeity,NEON BLADE (Slowed + Reverb),NEON BLADE - Slowed + Reverb,7kDFbQE78O8SDBzOthsKNM,0.502,0.997,1,-2.803,1,0.103,0.962,0.438,0.968,82.876,304091,4,0
1,4WHEEL,Keraunos Killer,Keraunos Killer,5Ae9EYHXQ8xcfZ7UixbCMY,0.671,0.891,9,-5.55,0,0.0362,0.914,0.303,0.878,90.002,127010,4,0
2,DVRST,Close Eyes (Slowed + Reverb),Close Eyes - Slowed + Reverb,5RE3w3M9g5vsotdIVtLONq,0.748,0.631,10,-10.057,0,0.051,0.838,0.104,0.0799,88.502,143769,4,0
3,Shrylox,Daku (Slap House),Daku - Slowed & Reverb,5Szje6RzjoETtNBoAEfHDQ,0.716,0.769,5,-8.386,0,0.226,2.44e-06,0.28,0.325,79.998,192000,4,0
4,RANDALL,Wahran (Slowed),Wahran - Slowed,4KEVN3BYa8bfbSm36OyUIA,0.386,0.796,5,-7.999,0,0.0666,0.872,0.135,0.213,77.949,277519,4,0
5,T3NZU,Kosandra / Kasandra - Slowed,Kosandra / Kasandra - Slowed,7wfFtX2zilTKKK4KgyB2Ls,0.52,0.799,1,-7.814,1,0.75,0.805,0.135,0.24,205.762,155674,4,0
6,slō,fairytale (slowed - house remix),fairytale (slowed - house remix),0ptN2ySNA5XIuOOPFYasQL,0.544,0.468,10,-9.179,0,0.0476,0.912,0.088,0.265,167.799,174367,4,0
7,Hensonn,Sahara (Slowed),Sahara - Slowed,0gzcUqFgJrqyfXdkF8xkhk,0.502,0.37,0,-12.129,0,0.0288,0.866,0.0699,0.0392,183.41,214894,4,0
8,Mustafa Saboori,Habibi Afghan,Habibi Afghan,6eyUsfAm4oskVxLpeLJRJb,0.384,0.448,10,-10.235,0,0.0477,0.00151,0.139,0.0524,138.115,169744,4,0
9,Ghostemane,ANTI-ICON,Fed Up,0BV0AYGLVlu2SdjN3J9twp,0.849,0.758,8,-7.498,1,0.256,0.695,0.147,0.0684,115.058,151625,4,0
10,Panic! At The Disco,House Of Memories,House of Memories - Slowed Down Version,7CGf0Sw8s7m3bDllqSmPfL,0.243,0.586,5,-13.442,0,0.0515,1.73e-05,0.0572,0.376,80.399,285063,4,0
11,Imagine Dragons,Bones,Bones,0HqZX76SFLDz2aW8aiqi7G,0.773,0.742,5,-3.678,0,0.046,0.0,0.0754,0.571,114.071,165265,4,0
12,Sachin Pandit,Go Down Deh,Go Down Deh,6AHboNxvi0BE7IbVLw349G,0.576,0.7,10,-8.042,1,0.199,0.0,0.423,0.687,80.121,95617,4,0
13,dj Shawny,"Shake, Pt. 2 (Slowed + Reverb)",Get Get Down - Slowed + Reverb,6L80YrRsEDdPOe5ObjF1UL,0.931,0.624,8,-6.259,1,0.107,0.00268,0.177,0.0426,119.988,139294,4,0
14,Greatha Laurion,Money Rain,Money Rain,2Di6XBCIAXZsHkj3pNQAqs,0.868,0.788,3,-6.732,0,0.259,0.701,0.0804,0.799,153.751,211000,4,0
15,Dxrk ダーク,RAVE,RAVE,01kfSdF9zfcDLri5sSWEoL,0.716,0.748,8,-6.06,1,0.0356,0.849,0.114,0.338,119.918,169245,4,0
16,Kordhell,Murder In My Mind,Murder In My Mind - Slowed + Reverb,0HIeI7doCC3xlhlfFxXWMc,0.571,0.946,1,-1.797,1,0.284,0.00717,0.0977,0.436,193.595,178000,4,0
17,Kordhell,Killers From The Northside,Killers From The Northside,7jT3LcNj4XPYOlbNkPWNhU,0.711,0.917,6,-3.324,0,0.0649,0.685,0.104,0.255,95.98,187500,4,0
18,Aerosmith,Aerosmith,Dream On,1xsYj84j7hUDDnTTerGWlH,0.392,0.476,1,-7.583,1,0.0249,0.000163,0.309,0.234,78.031,267597,4,0
19,DixDee,Driving Forever,Driving Forever,21eqHUmkMM3VncmAAlmxOb,0.53,0.221,4,-14.774,0,0.0388,0.925,0.111,0.0835,76.903,342309,4,0
20,INTERWORLD,METAMORPHOSIS (Slowed + Reverb),METAMORPHOSIS - Slowed + Reverb,02oUvHd9QhVUO4YYb7t9JM,0.67,0.503,1,-13.974,1,0.0582,0.9,0.115,0.218,145.012,172220,4,0
21,5 Seconds of Summer,13 Reasons Why (Season 3),Teeth,26wLOs3ZuHJa2Ihhx6QIE6,0.756,0.448,3,-2.993,0,0.0404,3.87e-06,0.11,0.431,139.031,204887,4,0
22,grandson,Blood // Water,Blood // Water,0AUyNF6iFxMNQsNx2nhtrw,0.51,0.882,8,-5.659,0,0.159,0.00206,0.0764,0.653,154.029,216721,4,0
23,YUNGBLUD,weird!,parents,5v4OkFH0TJ6W1hCFxyn0px,0.612,0.824,7,-4.758,1,0.0478,0.0,0.288,0.586,82.017,171880,4,0
24,The EverLove,Walk Through Fire,I'm Dangerous,7K0WZ75nHqj450OYd3ZywF,0.691,0.841,8,-7.026,0,0.0436,4.44e-05,0.31,0.755,92.025,243329,4,0
25,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,3K4HG9evC7dg3N0R9cYqk4,0.492,0.969,9,-4.419,1,0.0491,1.32e-06,0.0787,0.538,95.136,157333,4,0
26,K/DA,ALL OUT,VILLAIN,3QSjVPObHxuAJc3E5nrjRn,0.653,0.634,5,-5.875,0,0.0391,0.0,0.0908,0.306,160.013,199125,4,0
27,Bring Me The Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,0WSa1sucoNRcEeULlZVQXj,0.15,0.859,4,-2.827,0,0.0595,0.194,0.387,0.354,170.527,228147,5,0
28,NF,The Search (Edit),The Search - Edit,4tZDUt8vHpvjfOXcHwOvtq,0.831,0.851,2,-3.397,1,0.207,0.0,0.106,0.496,119.958,197695,4,0
29,Fall Out Boy,American Beauty/American Psycho,Centuries,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0.0729,0.0,0.102,0.56,176.042,228360,4,0
30,The Score,Carry On,Born For This,7uCBGNn991AM68fR4tSDco,0.411,0.675,5,-6.251,0,0.0591,0.0,0.092,0.545,130.134,237375,4,0
31,Falling In Reverse,ZOMBIFIED,ZOMBIFIED,2ib8fuTavdc48X6MjhE4Ft,0.544,0.911,10,-3.681,0,0.0422,8.89e-06,0.333,0.558,91.033,218521,4,0
32,Unlike Pluto,Everything Black,Everything Black,3UEnF6y5tyHVtMzldS3svp,0.62,0.864,5,-4.334,0,0.114,0.0,0.117,0.395,98.059,228980,4,0
33,Imagine Dragons,Enemy (from the series Arcane League of Legends),Enemy - From the series Arcane League of Legends,5UlnuulVAVmmesw4VzqHdG,0.722,0.745,7,-4.164,1,0.256,0.0,0.419,0.52,77.029,173381,4,0
34,Bohnes,Middle Finger - Single,Middle Finger,0IK8y0vAO0sM630HsxwLht,0.685,0.656,1,-6.013,0,0.0383,0.0,0.347,0.392,128.003,229986,4,0
35,Ashes Remain,What I've Become,On My Own,6VuztO5yaKP4VjqSkZxpan,0.361,0.871,8,-4.313,1,0.0393,0.0,0.318,0.575,176.026,172960,4,0
36,League of Legends,Warriors,Warriors,3f4fc8c8unrQeKecmUPEDR,0.14,0.478,1,-10.145,0,0.0484,0.000112,0.105,0.0412,185.121,204587,3,0
37,System Of A Down,Toxicity,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.0015,0.132,0.287,127.066,210240,4,0
38,Tommee Profitt,Cinematic Songs (Vol. 6),Enemy,5X3T8jHNIJSXviiDmiBdz0,0.581,0.803,2,-4.935,0,0.152,0.0,0.0939,0.0686,124.992,190200,4,0
39,Bring Me The Horizon,That's The Spirit,Throne,0M3adYbGtyRHACP86dey1H,0.426,0.888,0,-3.72,0,0.0987,0.0,0.306,0.387,144.111,191520,4,0
40,CORPSE,E-GIRLS ARE RUINING MY LIFE!,E-GIRLS ARE RUINING MY LIFE!,7bCfHiRcfUjG0YVVNUL7Ve,0.614,0.937,1,-7.443,1,0.115,0.00136,0.103,0.386,84.98,105176,4,0
41,STARSET,Transmissions (Deluxe Version),My Demons,3Xfg7AegXaDLoD5GOUMf2e,0.274,0.652,5,-6.196,0,0.0625,6.42e-05,0.108,0.1,173.008,288036,4,0
42,GAYLE,abcdefu (angrier),abcdefu (angrier),1EQFOouqdKYdpbNoOHRVO2,0.671,0.599,4,-6.18,1,0.0405,0.0,0.101,0.448,121.849,159836,3,0
43,Once Monsters,My Name Is..,My Name Is..,6oQI9laBVk1Vk5MCyvXn2U,0.53,0.75,0,-4.581,1,0.141,0.0,0.0542,0.731,170.285,222711,4,0
44,Skillet,Rise (Deluxe Edition),Not Gonna Die,2jfk3m8nq5IvB35s2xIs1O,0.445,0.953,5,-2.463,0,0.0704,0.0,0.281,0.475,172.063,225280,4,0
45,Tech N9ne,ASIN9NE,Face Off,6M47gaKejso9772SKTa3yH,0.693,0.935,8,-4.323,1,0.224,0.0,0.179,0.391,80.882,219802,4,0
46,Machine Gun Kelly,DAYWALKER! (feat. CORPSE),DAYWALKER! (feat. CORPSE),2NnJpRXIlx35Vij3bPZO0h,0.632,0.922,7,-2.173,1,0.0794,1.81e-05,0.0927,0.497,88.972,137747,4,0
47,Sub Urban,Cradles,Cradles,47UFoOuvrkt4khE7c5aap6,0.537,0.586,6,-1.864,1,0.314,7.04e-05,0.175,0.624,79.056,209829,4,0
48,Adhya,Blood bath,Blood bath,4zzttZti7oNKG9438Jmcm6,0.527,0.876,9,-9.193,1,0.11,2.19e-05,0.537,0.309,109.021,212259,4,0
49,Hollywood Undead,Five,Riot,1igr912oduAmZQaoGhiADw,0.707,0.925,1,-3.067,1,0.0362,3.62e-06,0.0617,0.583,110.012,227882,4,0
50,NF,Mansion,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,0.51,0.643,0,-6.602,1,0.0485,3.22e-06,0.101,0.0397,130.081,270453,4,0
51,The Pretty Reckless,Going To Hell,Heaven Knows,6Fh0LsVP76SxTizmUbs3jL,0.545,0.804,2,-3.744,1,0.0438,0.0,0.191,0.573,84.013,224533,4,0
52,Masked Wolf,Fallout,Fallout,07GYummphjTwkCjNfJvIca,0.434,0.731,2,-5.857,1,0.21,0.0,0.291,0.315,184.298,194827,4,0
53,Various Artists,Southpaw (Music From And Inspired By The Motion Picture),Beast - Southpaw Remix,2fWSwWmKRuyioqIzOzuQGo,0.596,0.947,9,-4.514,1,0.218,0.0,0.888,0.555,143.991,279373,4,0
54,League of Legends,Burn It All Down,Burn It All Down,0ked784BOZ1JtRVHux98jE,0.553,0.694,9,-6.561,0,0.0603,4.56e-06,0.121,0.231,145.149,201840,4,0
55,Matty Carter + Ariel,They Don't Care About Us,They Don't Care About Us,1Bs4W0jOXzBVm56NQdk3J4,0.459,0.76,2,-5.616,1,0.37,9.94e-05,0.0705,0.482,60.509,198725,3,0
56,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,1,0.304,0.0,0.0327,0.661,88.785,313573,4,0
57,You Me At Six,Sinners Never Sleep,Bite My Tongue,1FIWe0EWWE6D8soz2ZsMuM,0.418,0.824,2,-4.089,1,0.0469,6.48e-05,0.2,0.382,143.983,222040,4,0
58,The Score,ATLAS,Who I Am,4zIJHigfguvdm3O8c9KPeo,0.547,0.689,8,-5.207,0,0.0335,0.0,0.15,0.647,80.041,215747,4,0
59,Royal Deluxe,Savages,Bad,19Y2yyOQZ5g3LpNqYnJ3wq,0.561,0.624,8,-7.44,0,0.0393,0.000152,0.12,0.559,82.56,193800,4,0
60,The Living Tombstone,Discord,Discord,6xqJ0XqDM9dVEW1jbm78wB,0.677,0.83,8,-4.358,0,0.0452,3.35e-05,0.0788,0.829,104.994,193776,4,0
61,Linkin Park,Hybrid Theory (Bonus Edition),Pushing Me Away,1gAaRSN57UYVRI4eWRyAvP,0.484,0.913,6,-4.305,1,0.0425,0.0,0.309,0.279,103.103,191440,4,0
62,Imagine Dragons,Smoke + Mirrors,Warriors,0mZriPjLPG9PExNzKQ3NVS,0.343,0.828,4,-6.222,0,0.0646,0.00211,0.216,0.352,78.023,170080,4,0
63,Set It Off,Cinematics (Expanded Edition),Kill the Lights,0BfgFi5DedehpKzMJrqABI,0.513,0.894,1,-3.587,0,0.0711,0.0,0.0406,0.827,159.944,168720,4,0
64,My Chemical Romance,The Black Parade,Teenagers,7j31rVgGX9Q2blT92VBEA0,0.463,0.857,4,-3.063,1,0.0632,0.0,0.184,0.856,111.647,161920,4,0
65,Adam Jensen,The Hunter,The Hunter,0HoxJw3Gt3w4psA1cC3Yn7,0.527,0.762,4,-3.36,0,0.0778,0.000283,0.0765,0.564,82.464,210972,4,0
66,Freddie Dredd,Freddie's Inferno,Limbo,37F7E7BKEw2E4O2L7u0IEp,0.802,0.623,11,-5.862,0,0.459,0.055,0.113,0.457,74.987,169947,4,0
67,Vishal Bhardwaj,Haider,Aao Na,1d11xbMYeK2ldGOl5QiV2e,0.524,0.753,3,-6.596,1,0.043,0.0,0.104,0.56,135.947,255831,4,0
68,Mad Tsai,killer queen,killer queen,0qo1JukfClmpHnUOJxpFXi,0.69,0.732,3,-5.352,0,0.0497,0.00114,0.168,0.636,107.977,178889,4,0
69,Bad Wolves,Disobey,Zombie,1eadPrzB2P0ikQcqhKSAtv,0.448,0.826,2,-3.244,0,0.0319,0.0,0.117,0.19,77.093,254805,4,0
70,Bohnes,206: Act II,Raging on a Sunday,369EsdhrnTtKBn9LQYGZvo,0.48,0.83,3,-6.665,0,0.071,0.000633,0.264,0.47,149.878,208881,4,0
71,Thousand Foot Krutch,The End Is Where We Begin,Courtesy Call,0AOmbw8AwDnwXhHC3OhdVB,0.531,0.638,11,-5.145,0,0.0809,0.0,0.0822,0.445,164.079,236898,4,0
72,Varien,Can You Feel My Heart,Can You Feel My Heart,4cuBQhxCjoXW9EX2UqeQwo,0.258,0.747,4,-4.857,0,0.0417,1.2e-06,0.37,0.321,120.619,232201,4,0
73,Clarx,Numb The Pain,Numb The Pain,4vAze2mrHQgy44qRuz1rCm,0.552,0.86,8,-7.066,1,0.112,0.0,0.365,0.448,136.01,153088,4,0
74,NF,The Search,The Search,3oLe5ZILASG8vU5dxIMfLY,0.789,0.789,2,-4.813,1,0.298,0.0,0.099,0.37,119.95,248053,4,0
75,NEFFEX,Fight Back: The Collection,Fight Back,6KigD0mlF4VGDYiSEzAyYw,0.716,0.946,1,-3.412,1,0.261,6.63e-05,0.0825,0.587,139.943,200571,4,0
76,All Good Things,Machines,For the Glory,1kd5qplldnxu16qcZXS3Yk,0.485,0.892,2,-3.586,0,0.0809,0.0,0.1,0.576,142.046,279309,4,0
77,The Score,Metamorph,Enemies,3LBLmC8gqvt1l43kdpx43w,0.555,0.832,4,-5.96,0,0.0323,2.94e-05,0.132,0.3,155.061,161592,4,0
0,Alec Benjamin,Narrated For You,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0,0.124,0.483,150.073,169354,4,6
1,Passenger,All the Little Lights,Let Her Go,6GmUVqe73u5YRfUUynZK6I,0.479,0.545,7,-7.346,1,0.0688,0,0.0963,0.244,74.897,252733,4,6
2,Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,6
3,John Legend,Love In The Future (Expanded Edition),All of Me,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0,0.132,0.331,119.93,269560,4,6
4,gnash,us,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0,0.101,0.18,92.6,251034,4,6
5,Alex & Sierra,Little Do You Know,Little Do You Know,6soW9pvcXoYrnyVmTC9ErH,0.5,0.292,0,-8.554,1,0.0323,0,0.188,0.37,145.879,185200,4,6
6,Emotional Oranges,The Juice: Vol. II,West Coast Love,4NFD9ea0uH0MtoC30yNYE1,0.696,0.65,4,-5.712,0,0.0326,0.153,0.14,0.587,91.997,215387,4,6
7,Maroon 5,Memories,Memories,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0,0.0822,0.575,91.019,189486,4,6
8,Melanie Martinez,Cry Baby (Deluxe Edition),Play Date,4DpNNXFMMxQEKl7r0ykkWA,0.68,0.729,5,-5.077,1,0.0475,0,0.224,0.446,123.97,179867,4,6
9,PRETTYMUCH,Phases,Phases,3je88Q4OvTqIx7BFRFYvRA,0.77,0.636,11,-6.724,0,0.131,0,0.0676,0.492,105.93,215760,4,6
10,Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0,0.382,0.537,178.765,228482,3,6
11,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,1.3e-05,0.325,0.0862,117.973,245200,4,6
12,Lauv,I Like Me Better,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.505,9,-7.621,1,0.253,2.55e-06,0.104,0.419,91.97,197437,4,6
13,Shawn Mendes,Señorita,Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0,0.0945,0.75,116.947,190960,4,6
14,We The Kings,Somewhere Somehow,Sad Song (feat. Elena Coats),05CrK6Q5VGtfPDtyQFJ4Kf,0.512,0.526,1,-5.44,1,0.0251,0,0.0675,0.249,85.024,226330,4,6
15,Ed Sheeran,÷ (Deluxe),Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,0.589,0.242,6,-10.517,1,0.0442,0,0.0887,0.257,89.749,221107,4,6
16,Ed Sheeran,÷ (Deluxe),Perfect,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0,0.106,0.168,95.05,263400,3,6
17,Lord Huron,Strange Trails,The Night We Met,3hRV0jL3vUpRrcy398teAU,0.544,0.369,2,-9.514,1,0.038,0.279,0.639,0.102,87.01,208212,3,6
18,Jeremy Zucker,brent,sometimes,2MvpHgDzl7skp1xowjCDiG,0.466,0.127,2,-15.047,1,0.042,0.00325,0.326,0.146,168.521,276080,3,6
19,Lewis Capaldi,Before You Go,Before You Go,7ce20yLkzuXXLUhzIDoZih,0.459,0.575,3,-4.858,1,0.0573,0,0.0885,0.183,111.881,215107,4,6
20,Faime,Rain,Rain,5AFJu2ztDpjULgkrdM0zVi,0.737,0.423,6,-10.838,0,0.0357,0.000152,0.0872,0.244,108.035,160556,4,6
21,James Smith,Tell Me That You Love Me,Tell Me That You Love Me,2wHA4yJKT8TJhGz20QxUqX,0.536,0.317,6,-8.752,1,0.0359,0,0.11,0.319,143.89,194659,4,6
22,Lauv,~how i'm feeling~,Modern Loneliness,1eyek0KJEh2v5HQ9uQSybb,0.702,0.508,8,-7.105,1,0.035,0,0.108,0.143,82.009,252337,4,6
23,Etham,Before I Lose My Mind (Stripped),Before I Lose My Mind - Stripped,2UTHTASTtmJXiBUmSIXERT,0.635,0.247,0,-11.141,0,0.0387,0,0.111,0.181,124.813,226646,4,6
24,Jeremy Zucker,"summer,",comethru,18uwL0vNUanqZH0ro2QcOP,0.795,0.178,0,-11.991,1,0.0574,0,0.623,0.608,93.982,181613,4,6
25,Sam Fischer,This City,This City,3H3r2nKWa3Yk5gt8xgmsEt,0.605,0.377,11,-6.213,1,0.0443,0,0.0808,0.519,73.877,194853,4,6
26,Ali Gatie,What If I Told You That I Love You,What If I Told You That I Love You,74D7JUfU6HYeMx4bZhsHnG,0.596,0.366,7,-11.144,1,0.115,7.04e-06,0.0554,0.229,84.394,193668,4,6
27,One Direction,FOUR (Deluxe),Night Changes,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0,0.115,0.37,120.001,226600,4,6
28,Rachel Platten,Waves,Whole Heart,4gbTxDPmg2KOUpfp727PGT,0.563,0.517,5,-6.867,1,0.0716,0,0.135,0.187,145.32,191813,4,6
29,James Arthur,Back from the Edge,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0,0.0902,0.494,85.043,211467,4,6
